seller_id,platform,category,kind,region,impressions,clicks,enrolled,risk_rating,manual_file_ingested,optin_cta_tagged,impression_tag_valid,click_date,enrollment_date,product_opted,campaign_id,seller_tenure_months,conversion_rate
SELL13613,Web,Home,Small Business,West,16,8,0,3.79,Yes,No,Yes,09-02-2025,,Subscription,CMP747,6,0.5
SELL13614,App,Home,Enterprise,East,17,15,0,3.09,Yes,No,Yes,03-02-2025,,Stored Value,CMP908,27,0.88
SELL13615,Mobile Web,Books,Enterprise,North,11,2,0,3.56,Yes,No,Yes,07-03-2025,,One-Time Fee,CMP166,9,0.18
SELL13616,Mobile Web,Books,Small Business,North,14,0,0,1.56,No,No,No,30-01-2025,,One-Time Fee,CMP880,29,0
SELL13617,Mobile Web,Electronics,Enterprise,South,14,9,1,2.66,Yes,Yes,Yes,13-03-2025,10-04-2025,Subscription,CMP630,16,0.64
SELL13618,Mobile Web,Fashion,Small Business,East,15,6,1,1.44,Yes,No,No,12-02-2025,12-02-2025,One-Time Fee,CMP834,12,0.4
SELL13619,Mobile Web,Toys,Individual,South,7,2,0,2.16,No,No,Yes,21-02-2025,,Stored Value,CMP884,25,0.29
SELL13620,App,Fashion,Small Business,North,6,6,1,4.64,No,Yes,No,14-03-2025,21-03-2025,Stored Value,CMP237,32,1
SELL13621,App,Home,Enterprise,North,2,0,0,1.52,Yes,Yes,No,03-03-2025,,Stored Value,CMP899,32,0
SELL13622,App,Fashion,Individual,East,13,3,0,3.72,Yes,Yes,No,06-02-2025,,Stored Value,CMP351,24,0.23
SELL13623,App,Fashion,Enterprise,West,13,4,1,1.15,Yes,No,Yes,21-04-2025,18-04-2025,Stored Value,CMP468,6,0.31
SELL13624,Web,Books,Individual,South,9,3,0,3.67,No,Yes,No,20-02-2025,,One-Time Fee,CMP862,20,0.33
SELL13625,Web,Fashion,Enterprise,South,18,11,1,2.34,No,Yes,Yes,18-03-2025,04-04-2025,Subscription,CMP136,21,0.61
SELL13626,Web,Electronics,Small Business,North,12,12,0,4.84,Yes,Yes,Yes,05-04-2025,,Subscription,CMP474,34,1
SELL13627,Mobile Web,Fashion,Individual,East,20,4,1,1.21,No,Yes,No,28-02-2025,15-04-2025,Subscription,CMP675,15,0.2
SELL13628,App,Books,Individual,East,8,5,1,3.36,Yes,Yes,No,19-04-2025,03-03-2025,Stored Value,CMP727,29,0.62
SELL13629,Mobile Web,Toys,Individual,North,10,8,0,4.5,No,No,Yes,21-03-2025,,Stored Value,CMP637,1,0.8
SELL13630,App,Electronics,Enterprise,East,15,4,1,1.04,No,No,No,29-04-2025,19-04-2025,Stored Value,CMP205,30,0.27
SELL13631,Mobile Web,Books,Small Business,East,11,0,0,3.06,Yes,No,No,20-03-2025,,One-Time Fee,CMP506,32,0
SELL13632,App,Fashion,Individual,East,5,1,1,1.96,Yes,No,Yes,24-04-2025,02-02-2025,One-Time Fee,CMP165,7,0.2
SELL13633,App,Electronics,Enterprise,South,2,1,0,2.53,Yes,No,Yes,01-02-2025,,One-Time Fee,CMP916,6,0.5
SELL13634,Web,Toys,Small Business,North,10,2,0,1.53,Yes,Yes,Yes,09-02-2025,,One-Time Fee,CMP521,8,0.2
SELL13635,Web,Home,Small Business,East,9,0,0,1.55,No,Yes,Yes,14-02-2025,,Subscription,CMP345,2,0
SELL13636,Mobile Web,Electronics,Individual,North,5,1,1,1.39,Yes,No,Yes,20-04-2025,22-04-2025,One-Time Fee,CMP775,11,0.2
SELL13637,Mobile Web,Toys,Small Business,North,9,3,1,3.86,Yes,No,Yes,22-03-2025,14-03-2025,Stored Value,CMP718,21,0.33
SELL13638,App,Books,Individual,East,13,1,1,4.58,No,No,No,23-04-2025,25-03-2025,Subscription,CMP392,4,0.08
SELL13639,App,Fashion,Small Business,North,18,14,1,4.62,Yes,Yes,Yes,25-03-2025,04-02-2025,One-Time Fee,CMP576,3,0.78
SELL13640,Web,Books,Individual,South,20,1,1,2.94,Yes,Yes,No,24-04-2025,02-03-2025,Subscription,CMP581,11,0.05
SELL13641,Web,Books,Individual,South,14,1,1,2.17,No,No,No,13-02-2025,15-02-2025,Stored Value,CMP656,12,0.07
SELL13642,Web,Electronics,Small Business,West,10,3,0,1.66,Yes,Yes,Yes,11-03-2025,,Stored Value,CMP642,15,0.3
SELL13643,App,Fashion,Enterprise,South,7,1,1,1.87,Yes,No,Yes,05-04-2025,07-02-2025,Subscription,CMP797,2,0.14
SELL13644,Web,Electronics,Small Business,East,19,9,0,1.3,No,No,Yes,02-02-2025,,Stored Value,CMP704,10,0.47
SELL13645,Mobile Web,Electronics,Enterprise,South,9,5,1,3.3,Yes,No,Yes,03-04-2025,28-03-2025,Subscription,CMP524,11,0.56
SELL13646,App,Home,Individual,East,20,6,1,4.69,No,Yes,Yes,01-03-2025,17-03-2025,One-Time Fee,CMP634,29,0.3
SELL13647,Web,Toys,Individual,East,17,11,0,1.97,Yes,No,No,10-03-2025,,One-Time Fee,CMP593,24,0.65
SELL13648,Mobile Web,Fashion,Small Business,West,19,11,1,1.52,Yes,Yes,Yes,30-01-2025,16-02-2025,Stored Value,CMP593,1,0.58
SELL13649,Web,Toys,Small Business,East,18,13,0,3.01,No,No,No,20-04-2025,,Subscription,CMP577,23,0.72
SELL13650,App,Toys,Individual,East,6,5,1,4.82,No,No,Yes,13-02-2025,30-01-2025,One-Time Fee,CMP753,25,0.83
SELL13651,Web,Books,Enterprise,North,19,4,1,3.99,No,Yes,No,03-03-2025,13-04-2025,One-Time Fee,CMP784,17,0.21
SELL13652,Web,Home,Small Business,West,4,0,0,1.71,No,Yes,Yes,28-02-2025,,Subscription,CMP775,27,0
SELL13653,Mobile Web,Electronics,Enterprise,East,15,13,0,4.8,No,No,No,28-03-2025,,Subscription,CMP136,16,0.87
SELL13654,Web,Home,Small Business,South,7,6,0,4.91,Yes,Yes,No,10-04-2025,,Subscription,CMP377,15,0.86
SELL13655,App,Fashion,Small Business,North,5,3,1,3.78,Yes,No,Yes,15-03-2025,09-02-2025,Subscription,CMP252,18,0.6
SELL13656,Web,Home,Enterprise,West,7,1,1,3.13,Yes,No,Yes,12-02-2025,31-03-2025,One-Time Fee,CMP179,12,0.14
SELL13657,App,Home,Enterprise,West,6,2,1,2.13,No,Yes,No,27-04-2025,15-03-2025,Subscription,CMP766,25,0.33
SELL13658,App,Fashion,Individual,West,10,4,1,4.93,Yes,No,Yes,26-04-2025,24-03-2025,One-Time Fee,CMP140,5,0.4
SELL13659,App,Toys,Individual,East,2,0,1,2.57,No,Yes,Yes,04-02-2025,10-02-2025,Stored Value,CMP856,33,0
SELL13660,Mobile Web,Electronics,Individual,East,16,9,0,2.02,Yes,Yes,Yes,15-04-2025,,Subscription,CMP273,13,0.56
SELL13661,Web,Electronics,Small Business,South,3,2,0,1.07,No,No,Yes,02-03-2025,,Subscription,CMP187,9,0.67
SELL13662,Mobile Web,Home,Enterprise,South,3,0,0,1.3,No,No,Yes,21-03-2025,,Stored Value,CMP190,24,0
SELL13663,App,Electronics,Small Business,West,17,16,1,1.06,No,No,No,21-03-2025,29-04-2025,One-Time Fee,CMP218,18,0.94
SELL13664,App,Electronics,Small Business,West,4,2,1,1.08,No,Yes,No,07-02-2025,05-04-2025,One-Time Fee,CMP234,30,0.5
SELL13665,Web,Home,Individual,West,16,1,1,1.46,No,Yes,Yes,18-04-2025,22-03-2025,Stored Value,CMP826,28,0.06
SELL13666,Web,Home,Individual,East,6,6,0,3.47,No,Yes,Yes,11-03-2025,,Subscription,CMP207,27,1
SELL13667,Mobile Web,Books,Individual,East,11,0,0,2.39,Yes,Yes,No,13-02-2025,,Stored Value,CMP611,5,0
SELL13668,Web,Home,Enterprise,North,6,1,1,3.18,No,No,Yes,13-04-2025,17-02-2025,Subscription,CMP120,36,0.17
SELL13669,Web,Toys,Small Business,South,17,13,0,2.27,Yes,Yes,No,13-04-2025,,Stored Value,CMP201,1,0.76
SELL13670,Web,Toys,Individual,East,19,19,1,4.09,Yes,Yes,Yes,21-02-2025,27-04-2025,One-Time Fee,CMP982,29,1
SELL13671,Mobile Web,Fashion,Enterprise,West,4,4,1,4.43,No,Yes,No,20-04-2025,24-03-2025,One-Time Fee,CMP705,17,1
SELL13672,App,Fashion,Small Business,East,20,4,0,4.28,Yes,No,No,10-02-2025,,Subscription,CMP760,12,0.2
SELL13673,Mobile Web,Books,Enterprise,West,16,7,1,4.36,No,Yes,Yes,08-04-2025,23-04-2025,Stored Value,CMP442,5,0.44
SELL13674,Web,Books,Individual,East,6,4,1,1.76,No,No,No,11-04-2025,25-04-2025,Subscription,CMP732,34,0.67
SELL13675,Mobile Web,Electronics,Individual,West,8,6,1,1.01,Yes,No,Yes,01-04-2025,10-04-2025,One-Time Fee,CMP724,15,0.75
SELL13676,Web,Fashion,Enterprise,North,12,1,0,4.97,No,Yes,Yes,12-04-2025,,One-Time Fee,CMP284,16,0.08
SELL13677,Mobile Web,Books,Enterprise,South,14,6,1,1.06,No,Yes,No,23-04-2025,02-04-2025,One-Time Fee,CMP219,9,0.43
SELL13678,App,Electronics,Enterprise,West,13,10,0,4.8,No,Yes,Yes,27-03-2025,,Stored Value,CMP667,18,0.77
SELL13679,Mobile Web,Toys,Individual,West,1,0,0,2.56,No,Yes,No,11-02-2025,,Stored Value,CMP893,34,0
SELL13680,Web,Fashion,Enterprise,East,14,3,0,1.18,No,No,No,15-02-2025,,Subscription,CMP108,22,0.21
SELL13681,Web,Electronics,Small Business,North,12,0,0,3.72,Yes,Yes,Yes,15-03-2025,,Subscription,CMP740,12,0
SELL13682,Mobile Web,Toys,Individual,East,12,0,0,4.93,No,No,No,17-03-2025,,Subscription,CMP919,5,0
SELL13683,Web,Fashion,Small Business,South,19,18,0,2.67,No,Yes,No,14-03-2025,,Stored Value,CMP815,12,0.95
SELL13684,Mobile Web,Toys,Individual,West,20,20,0,2.6,Yes,Yes,No,30-01-2025,,One-Time Fee,CMP998,35,1
SELL13685,App,Toys,Individual,South,7,6,1,1.54,Yes,No,No,24-04-2025,13-04-2025,Subscription,CMP677,6,0.86
SELL13686,App,Home,Individual,North,4,3,1,2.12,No,No,Yes,23-02-2025,17-03-2025,One-Time Fee,CMP995,7,0.75
SELL13687,Mobile Web,Fashion,Individual,East,11,7,1,1.21,Yes,No,Yes,10-04-2025,17-03-2025,Stored Value,CMP697,4,0.64
SELL13688,Mobile Web,Books,Small Business,East,7,6,1,4.53,No,No,Yes,26-03-2025,31-03-2025,Subscription,CMP176,21,0.86
SELL13689,App,Home,Individual,South,8,4,1,2.99,Yes,Yes,Yes,28-03-2025,09-04-2025,Subscription,CMP658,3,0.5
SELL13690,Web,Electronics,Individual,North,1,0,0,2,Yes,Yes,Yes,04-02-2025,,Stored Value,CMP363,7,0
SELL13691,Mobile Web,Electronics,Enterprise,West,13,0,0,2.39,No,Yes,No,08-03-2025,,Subscription,CMP186,2,0
SELL13692,App,Toys,Individual,East,16,12,1,1.89,No,No,Yes,25-03-2025,31-03-2025,Subscription,CMP762,10,0.75
SELL13693,App,Books,Individual,West,5,5,1,1.42,No,No,Yes,19-04-2025,19-02-2025,Stored Value,CMP841,25,1
SELL13694,App,Books,Small Business,East,1,0,0,3.34,Yes,No,No,02-03-2025,,One-Time Fee,CMP619,26,0
SELL13695,Web,Fashion,Enterprise,West,9,9,1,4.92,No,Yes,Yes,19-02-2025,15-02-2025,One-Time Fee,CMP143,12,1
SELL13696,App,Books,Individual,East,8,8,1,2.21,Yes,Yes,No,06-04-2025,27-03-2025,Stored Value,CMP486,3,1
SELL13697,App,Home,Individual,West,20,1,1,3.41,No,No,Yes,03-03-2025,25-03-2025,Stored Value,CMP641,14,0.05
SELL13698,Web,Electronics,Individual,East,9,2,0,4.73,Yes,No,No,16-04-2025,,Stored Value,CMP967,13,0.22
SELL13699,Mobile Web,Electronics,Small Business,North,10,6,0,4.16,Yes,Yes,No,04-02-2025,,Subscription,CMP512,1,0.6
SELL13700,Web,Books,Small Business,East,17,13,1,3.02,No,Yes,No,02-03-2025,09-03-2025,Stored Value,CMP852,24,0.76
SELL13701,Mobile Web,Fashion,Enterprise,East,14,5,1,2,Yes,No,No,02-02-2025,26-03-2025,One-Time Fee,CMP444,2,0.36
SELL13702,Mobile Web,Fashion,Enterprise,East,8,8,1,2.51,No,Yes,Yes,25-02-2025,26-03-2025,Subscription,CMP401,34,1
SELL13703,Mobile Web,Books,Small Business,South,13,0,1,1.73,Yes,Yes,No,28-02-2025,08-03-2025,One-Time Fee,CMP306,2,0
SELL13704,Mobile Web,Electronics,Enterprise,North,16,0,0,4.18,No,No,Yes,15-03-2025,,Stored Value,CMP467,4,0
SELL13705,Web,Home,Small Business,North,17,7,0,1.72,Yes,No,No,09-03-2025,,Subscription,CMP871,6,0.41
SELL13706,App,Toys,Enterprise,North,17,6,1,2.22,No,No,Yes,19-02-2025,09-04-2025,Subscription,CMP124,30,0.35
SELL13707,Web,Electronics,Individual,East,10,3,1,4.3,Yes,Yes,No,23-04-2025,26-04-2025,One-Time Fee,CMP538,29,0.3
SELL13708,Web,Home,Individual,East,15,10,1,2.94,No,Yes,Yes,25-04-2025,29-03-2025,Subscription,CMP979,29,0.67
SELL13709,Web,Home,Individual,East,7,3,0,2.89,Yes,No,Yes,16-03-2025,,Subscription,CMP852,15,0.43
SELL13710,App,Electronics,Enterprise,East,5,4,1,3.03,Yes,No,Yes,07-02-2025,14-02-2025,Subscription,CMP408,35,0.8
SELL13711,Web,Books,Enterprise,East,11,1,1,3.98,No,Yes,Yes,06-02-2025,11-02-2025,Subscription,CMP169,17,0.09
SELL13712,Mobile Web,Home,Individual,West,13,0,1,2.23,Yes,Yes,Yes,07-03-2025,16-03-2025,Subscription,CMP522,33,0
SELL13713,Mobile Web,Books,Individual,West,7,5,0,3.08,No,No,No,20-03-2025,,Subscription,CMP436,17,0.71
SELL13714,App,Electronics,Small Business,East,1,0,0,1.46,Yes,No,No,01-03-2025,,One-Time Fee,CMP999,1,0
SELL13715,Web,Books,Small Business,West,5,4,1,4.86,Yes,Yes,No,12-03-2025,08-03-2025,Subscription,CMP470,25,0.8
SELL13716,App,Home,Enterprise,East,6,3,1,1.06,No,Yes,No,01-02-2025,10-03-2025,Subscription,CMP735,23,0.5
SELL13717,App,Fashion,Individual,North,11,3,1,4.42,No,No,Yes,29-03-2025,05-03-2025,Subscription,CMP363,17,0.27
SELL13718,Mobile Web,Fashion,Enterprise,North,16,12,1,1.27,No,No,Yes,18-04-2025,24-03-2025,Subscription,CMP163,18,0.75
SELL13719,Mobile Web,Fashion,Enterprise,West,8,8,1,1.25,No,Yes,No,17-03-2025,25-02-2025,One-Time Fee,CMP764,18,1
SELL13720,Mobile Web,Toys,Enterprise,West,8,0,1,4.59,Yes,No,No,25-04-2025,03-04-2025,Subscription,CMP993,12,0
SELL13721,App,Toys,Individual,East,9,0,1,3.8,No,Yes,No,28-04-2025,19-04-2025,Subscription,CMP304,17,0
SELL13722,App,Books,Individual,North,6,3,1,2.4,No,Yes,No,12-04-2025,19-03-2025,One-Time Fee,CMP187,22,0.5
SELL13723,App,Fashion,Individual,West,14,1,0,1.85,No,Yes,Yes,24-03-2025,,One-Time Fee,CMP640,32,0.07
SELL13724,Mobile Web,Fashion,Individual,North,7,1,1,2.59,No,Yes,No,09-02-2025,14-03-2025,Stored Value,CMP418,26,0.14
SELL13725,Mobile Web,Books,Small Business,West,20,17,1,1.69,Yes,Yes,Yes,14-04-2025,17-02-2025,Subscription,CMP575,12,0.85
SELL13726,Mobile Web,Toys,Small Business,West,5,2,1,1.17,No,Yes,No,10-03-2025,23-02-2025,Subscription,CMP194,18,0.4
SELL13727,Web,Home,Small Business,East,17,11,1,3.77,Yes,No,Yes,24-03-2025,10-03-2025,One-Time Fee,CMP614,4,0.65
SELL13728,Web,Fashion,Small Business,South,1,0,0,2,No,Yes,No,08-02-2025,,Subscription,CMP952,7,0
SELL13729,Mobile Web,Fashion,Individual,North,3,2,0,3.23,No,Yes,No,04-04-2025,,Stored Value,CMP900,1,0.67
SELL13730,App,Books,Enterprise,South,15,0,0,4.31,Yes,Yes,Yes,21-04-2025,,Subscription,CMP984,20,0
SELL13731,Web,Books,Small Business,South,11,3,1,2.4,Yes,Yes,No,14-02-2025,22-02-2025,Stored Value,CMP348,12,0.27
SELL13732,App,Home,Enterprise,West,3,0,1,2.8,Yes,No,No,19-03-2025,18-04-2025,One-Time Fee,CMP881,29,0
SELL13733,Mobile Web,Books,Individual,East,16,1,1,2.71,Yes,No,Yes,01-03-2025,03-04-2025,Stored Value,CMP142,5,0.06
SELL13734,App,Books,Individual,West,9,3,1,4.5,Yes,No,No,12-03-2025,04-03-2025,Stored Value,CMP529,20,0.33
SELL13735,Mobile Web,Electronics,Individual,West,10,4,0,4.72,Yes,Yes,No,27-02-2025,,Subscription,CMP879,13,0.4
SELL13736,App,Electronics,Small Business,South,19,4,1,4.47,No,Yes,Yes,02-04-2025,06-02-2025,Stored Value,CMP191,12,0.21
SELL13737,Web,Home,Individual,West,9,7,1,3.41,No,Yes,Yes,04-03-2025,29-03-2025,One-Time Fee,CMP692,14,0.78
SELL13738,Web,Electronics,Individual,North,17,15,1,1.86,Yes,Yes,Yes,30-01-2025,13-03-2025,Stored Value,CMP477,1,0.88
SELL13739,App,Books,Small Business,North,12,9,1,2.74,Yes,No,Yes,30-03-2025,24-03-2025,Stored Value,CMP139,20,0.75
SELL13740,App,Home,Small Business,North,1,0,0,1.32,Yes,Yes,No,08-04-2025,,Stored Value,CMP346,27,0
SELL13741,Web,Fashion,Individual,North,1,1,1,1.48,No,No,No,10-03-2025,23-04-2025,One-Time Fee,CMP746,9,1
SELL13742,App,Toys,Enterprise,North,19,2,0,3.39,Yes,Yes,Yes,22-04-2025,,Subscription,CMP399,5,0.11
SELL13743,Mobile Web,Toys,Individual,North,16,13,1,4.64,No,No,Yes,05-03-2025,22-03-2025,Subscription,CMP125,2,0.81
SELL13744,Web,Electronics,Individual,East,3,3,0,4.58,Yes,No,Yes,04-03-2025,,One-Time Fee,CMP494,19,1
SELL13745,Web,Home,Enterprise,West,7,4,1,1.83,Yes,Yes,No,17-03-2025,08-03-2025,Stored Value,CMP219,24,0.57
SELL13746,Mobile Web,Electronics,Small Business,South,7,5,1,1.72,No,No,Yes,30-03-2025,17-02-2025,Subscription,CMP793,36,0.71
SELL13747,Mobile Web,Toys,Individual,East,18,17,1,4.98,No,Yes,No,18-03-2025,13-03-2025,Subscription,CMP382,36,0.94
SELL13748,Web,Books,Enterprise,South,11,5,1,1.65,No,Yes,No,30-03-2025,11-04-2025,One-Time Fee,CMP561,19,0.45
SELL13749,Mobile Web,Fashion,Small Business,South,4,0,0,3.27,Yes,Yes,Yes,25-04-2025,,One-Time Fee,CMP505,26,0
SELL13750,Mobile Web,Home,Individual,North,16,14,1,4.93,No,No,Yes,04-03-2025,01-02-2025,Subscription,CMP811,13,0.88
SELL13751,Web,Electronics,Enterprise,South,20,8,1,2.31,No,No,Yes,15-04-2025,16-04-2025,One-Time Fee,CMP832,35,0.4
SELL13752,Web,Books,Small Business,South,2,0,0,4.01,Yes,Yes,No,12-02-2025,,One-Time Fee,CMP909,36,0
SELL13753,App,Toys,Small Business,South,14,9,1,3.77,No,No,No,01-04-2025,12-04-2025,One-Time Fee,CMP179,13,0.64
SELL13754,App,Electronics,Small Business,North,9,0,0,2.28,Yes,Yes,Yes,04-02-2025,,One-Time Fee,CMP964,25,0
SELL13755,Web,Electronics,Small Business,East,3,3,0,2.22,Yes,Yes,Yes,25-02-2025,,One-Time Fee,CMP356,33,1
SELL13756,Mobile Web,Home,Enterprise,East,4,0,0,1.66,No,Yes,No,12-04-2025,,Stored Value,CMP430,24,0
SELL13757,Web,Fashion,Enterprise,West,14,1,1,1.24,Yes,Yes,Yes,09-04-2025,18-03-2025,Stored Value,CMP441,10,0.07
SELL13758,App,Electronics,Individual,North,19,8,1,4.54,No,Yes,Yes,22-03-2025,06-03-2025,Subscription,CMP868,3,0.42
SELL13759,Web,Books,Individual,South,20,12,0,1.49,No,No,Yes,10-02-2025,,One-Time Fee,CMP965,4,0.6
SELL13760,Mobile Web,Fashion,Individual,North,1,0,1,1.49,No,No,No,21-03-2025,11-02-2025,Subscription,CMP740,25,0
SELL13761,Mobile Web,Fashion,Small Business,East,15,7,1,1.4,Yes,No,No,21-02-2025,25-04-2025,Subscription,CMP273,12,0.47
SELL13762,App,Toys,Enterprise,North,17,0,0,2.26,Yes,Yes,No,29-04-2025,,One-Time Fee,CMP728,24,0
SELL13763,Mobile Web,Electronics,Small Business,South,1,1,1,2.59,No,No,No,23-04-2025,31-01-2025,Stored Value,CMP187,2,1
SELL13764,App,Electronics,Individual,East,17,15,1,3.33,No,No,Yes,07-04-2025,02-03-2025,Subscription,CMP447,22,0.88
SELL13765,Mobile Web,Home,Individual,West,3,2,1,2.02,No,Yes,Yes,31-01-2025,10-03-2025,Stored Value,CMP595,13,0.67
SELL13766,App,Toys,Small Business,South,5,4,1,3.27,Yes,Yes,Yes,05-02-2025,06-03-2025,Stored Value,CMP732,5,0.8
SELL13767,Web,Fashion,Enterprise,East,15,5,1,1.58,No,No,No,24-03-2025,30-03-2025,One-Time Fee,CMP871,8,0.33
SELL13768,App,Fashion,Enterprise,East,8,1,1,1.91,Yes,Yes,Yes,22-02-2025,09-02-2025,Subscription,CMP970,5,0.12
SELL13769,Web,Fashion,Individual,East,8,0,1,2.7,No,Yes,Yes,13-04-2025,23-04-2025,Subscription,CMP354,30,0
SELL13770,Mobile Web,Electronics,Small Business,East,16,16,1,3.66,Yes,Yes,No,08-03-2025,31-03-2025,Subscription,CMP124,9,1
SELL13771,Mobile Web,Books,Small Business,West,14,0,0,3.45,No,Yes,No,02-02-2025,,Subscription,CMP787,28,0
SELL13772,App,Electronics,Small Business,West,10,1,1,4.15,No,No,Yes,23-03-2025,05-04-2025,One-Time Fee,CMP557,26,0.1
SELL13773,Mobile Web,Electronics,Individual,West,7,3,1,1.45,Yes,No,No,11-02-2025,19-03-2025,Subscription,CMP148,23,0.43
SELL13774,Web,Fashion,Small Business,North,6,1,1,3.93,Yes,Yes,No,24-04-2025,07-03-2025,One-Time Fee,CMP842,15,0.17
SELL13775,Mobile Web,Electronics,Small Business,South,8,2,1,1.85,No,Yes,No,21-02-2025,26-04-2025,Subscription,CMP856,31,0.25
SELL13776,App,Toys,Small Business,North,10,10,1,2.95,Yes,No,Yes,23-02-2025,26-04-2025,Stored Value,CMP220,24,1
SELL13777,Mobile Web,Electronics,Individual,West,16,14,1,1.47,No,No,Yes,25-02-2025,15-04-2025,Stored Value,CMP511,20,0.88
SELL13778,Web,Home,Small Business,East,5,1,1,3.85,Yes,No,Yes,20-03-2025,13-02-2025,Subscription,CMP572,36,0.2
SELL13779,Mobile Web,Electronics,Small Business,West,16,11,0,3.51,Yes,No,No,19-04-2025,,One-Time Fee,CMP414,18,0.69
SELL13780,App,Home,Enterprise,East,2,0,1,1.68,No,Yes,No,02-04-2025,24-02-2025,One-Time Fee,CMP945,14,0
SELL13781,Web,Home,Small Business,West,13,6,1,4.14,No,Yes,Yes,17-03-2025,26-02-2025,One-Time Fee,CMP636,5,0.46
SELL13782,Mobile Web,Books,Enterprise,West,14,1,1,3.58,No,No,No,17-02-2025,29-04-2025,Subscription,CMP702,27,0.07
SELL13783,Web,Books,Individual,South,15,9,1,3.57,Yes,Yes,No,24-02-2025,22-04-2025,Subscription,CMP607,21,0.6
SELL13784,App,Home,Enterprise,East,10,1,0,2.37,No,No,Yes,06-03-2025,,One-Time Fee,CMP571,4,0.1
SELL13785,App,Home,Small Business,South,16,14,1,1.11,Yes,Yes,No,06-03-2025,13-04-2025,Stored Value,CMP206,17,0.88
SELL13786,App,Toys,Individual,North,4,1,1,3.55,No,No,No,10-04-2025,11-02-2025,One-Time Fee,CMP230,17,0.25
SELL13787,Mobile Web,Fashion,Small Business,North,2,1,1,2.99,No,No,No,22-03-2025,26-02-2025,Subscription,CMP259,26,0.5
SELL13788,Mobile Web,Home,Individual,West,10,2,0,2.23,Yes,Yes,Yes,26-03-2025,,Stored Value,CMP230,4,0.2
SELL13789,App,Toys,Small Business,North,9,1,1,2.83,No,No,Yes,12-04-2025,13-02-2025,One-Time Fee,CMP163,7,0.11
SELL13790,Web,Toys,Small Business,West,9,8,1,4.8,No,Yes,No,19-04-2025,24-03-2025,Stored Value,CMP156,16,0.89
SELL13791,App,Books,Enterprise,South,6,0,0,4.16,Yes,No,Yes,06-02-2025,,Subscription,CMP845,23,0
SELL13792,App,Electronics,Enterprise,East,2,1,0,4.66,No,No,No,20-04-2025,,Stored Value,CMP322,26,0.5
SELL13793,Web,Electronics,Enterprise,North,9,9,0,4.2,Yes,Yes,No,10-03-2025,,Subscription,CMP513,3,1
SELL13794,App,Fashion,Individual,South,10,0,0,1.39,No,Yes,No,04-02-2025,,Subscription,CMP227,25,0
SELL13795,App,Electronics,Small Business,West,16,5,0,2.41,Yes,No,Yes,23-02-2025,,Subscription,CMP282,12,0.31
SELL13796,App,Fashion,Individual,North,2,1,0,4.73,No,Yes,Yes,18-04-2025,,Stored Value,CMP674,30,0.5
SELL13797,Mobile Web,Home,Enterprise,South,9,9,0,3.94,No,No,Yes,16-03-2025,,One-Time Fee,CMP845,26,1
SELL13798,App,Books,Enterprise,West,2,0,0,4.82,Yes,Yes,Yes,25-02-2025,,Stored Value,CMP925,14,0
SELL13799,Mobile Web,Toys,Individual,South,2,2,1,3.12,No,Yes,Yes,01-02-2025,20-03-2025,Stored Value,CMP576,32,1
SELL13800,Mobile Web,Electronics,Small Business,South,11,0,0,3.52,No,No,No,07-02-2025,,One-Time Fee,CMP356,27,0
SELL13801,Mobile Web,Fashion,Small Business,North,2,1,0,2.58,No,No,No,16-04-2025,,Stored Value,CMP578,16,0.5
SELL13802,Web,Home,Enterprise,West,7,7,1,1.31,No,Yes,No,23-03-2025,19-02-2025,Subscription,CMP785,25,1
SELL13803,Mobile Web,Books,Enterprise,East,3,0,1,2.05,Yes,Yes,No,15-04-2025,18-04-2025,Stored Value,CMP601,30,0
SELL13804,App,Books,Individual,East,2,0,0,1.04,No,No,Yes,30-01-2025,,Stored Value,CMP561,12,0
SELL13805,App,Books,Individual,East,9,6,1,3.15,No,Yes,Yes,25-02-2025,04-02-2025,One-Time Fee,CMP707,3,0.67
SELL13806,Mobile Web,Fashion,Individual,South,13,5,0,3.69,No,Yes,Yes,02-02-2025,,Stored Value,CMP933,32,0.38
SELL13807,App,Toys,Enterprise,South,17,10,1,3.73,Yes,Yes,No,23-03-2025,22-03-2025,One-Time Fee,CMP398,9,0.59
SELL13808,Mobile Web,Fashion,Small Business,South,5,1,0,3.19,Yes,No,No,06-04-2025,,Subscription,CMP499,6,0.2
SELL13809,App,Fashion,Individual,East,16,12,1,4.45,No,Yes,No,24-02-2025,21-04-2025,Subscription,CMP114,32,0.75
SELL13810,Mobile Web,Home,Individual,South,19,17,1,3.93,Yes,No,Yes,03-04-2025,17-03-2025,Subscription,CMP970,8,0.89
SELL13811,App,Books,Enterprise,West,12,10,1,2.53,Yes,Yes,No,29-03-2025,01-02-2025,One-Time Fee,CMP478,27,0.83
SELL13812,Web,Fashion,Individual,West,11,3,1,5,Yes,Yes,No,02-03-2025,12-02-2025,One-Time Fee,CMP933,2,0.27
SELL13813,Mobile Web,Fashion,Enterprise,North,9,7,0,1.94,Yes,No,Yes,05-03-2025,,Subscription,CMP245,8,0.78
SELL13814,Web,Books,Enterprise,South,7,7,1,3.32,Yes,No,No,16-02-2025,10-04-2025,One-Time Fee,CMP435,17,1
SELL13815,Mobile Web,Fashion,Enterprise,South,6,3,0,3.92,Yes,No,Yes,26-03-2025,,Stored Value,CMP870,20,0.5
